X	Y_Exp	Y_Fit	Residual	Comp_1	Comp_2
2.930000e+01	3.465665e-01	3.530968e-01	-6.530281e-03	4.073147e-30	3.530968e-01
2.940000e+01	3.526155e-01	3.506871e-01	1.928400e-03	2.178089e-30	3.506871e-01
2.950000e+01	3.522484e-01	3.482724e-01	3.975989e-03	1.161348e-30	3.482724e-01
2.960000e+01	3.430081e-01	3.458529e-01	-2.844820e-03	6.174337e-31	3.458529e-01
2.970000e+01	3.341837e-01	3.434290e-01	-9.245340e-03	3.273102e-31	3.434290e-01
2.980000e+01	3.274886e-01	3.410010e-01	-1.351237e-02	1.730096e-31	3.410010e-01
2.990000e+01	3.312653e-01	3.385692e-01	-7.303930e-03	9.118470e-32	3.385692e-01
3.000000e+01	3.162586e-01	3.361340e-01	-1.987542e-02	4.791981e-32	3.361340e-01
3.010000e+01	3.224048e-01	3.336956e-01	-1.129081e-02	2.511016e-32	3.336956e-01
3.020000e+01	3.190757e-01	3.312544e-01	-1.217870e-02	1.311974e-32	3.312544e-01
3.030000e+01	3.194943e-01	3.288108e-01	-9.316467e-03	6.835055e-33	3.288108e-01
3.040000e+01	3.235053e-01	3.263650e-01	-2.859693e-03	3.550588e-33	3.263650e-01
3.050000e+01	3.182352e-01	3.239173e-01	-5.682124e-03	1.839076e-33	3.239173e-01
3.060000e+01	3.180165e-01	3.214681e-01	-3.451659e-03	9.498181e-34	3.214681e-01
3.070000e+01	3.175374e-01	3.190177e-01	-1.480330e-03	4.891280e-34	3.190177e-01
3.080000e+01	3.192345e-01	3.165664e-01	2.668128e-03	2.511573e-34	3.165664e-01
3.090000e+01	3.237770e-01	3.141145e-01	9.662493e-03	1.285909e-34	3.141145e-01
3.100000e+01	3.220709e-01	3.116623e-01	1.040856e-02	6.564720e-35	3.116623e-01
3.110000e+01	3.319759e-01	3.092102e-01	2.276575e-02	3.341668e-35	3.092102e-01
3.120000e+01	3.252078e-01	3.067583e-01	1.844952e-02	1.696101e-35	3.067583e-01
3.130000e+01	3.269138e-01	3.043071e-01	2.260669e-02	8.583836e-36	3.043071e-01
3.140000e+01	3.247988e-01	3.018568e-01	2.294201e-02	4.331640e-36	3.018568e-01
3.150000e+01	3.074353e-01	2.994077e-01	8.027593e-03	2.179539e-36	2.994077e-01
3.160000e+01	3.088990e-01	2.969601e-01	1.193895e-02	1.093498e-36	2.969601e-01
3.170000e+01	3.026283e-01	2.945143e-01	8.114027e-03	5.470321e-37	2.945143e-01
3.180000e+01	3.001191e-01	2.920705e-01	8.048538e-03	2.728657e-37	2.920705e-01
3.190000e+01	3.004092e-01	2.896291e-01	1.078008e-02	1.357145e-37	2.896291e-01
3.200000e+01	2.995346e-01	2.871904e-01	1.234413e-02	6.730461e-38	2.871904e-01
3.210000e+01	3.050907e-01	2.847546e-01	2.033606e-02	3.328164e-38	2.847546e-01
3.220000e+01	2.981665e-01	2.823220e-01	1.584447e-02	1.640990e-38	2.823220e-01
3.230000e+01	2.961110e-01	2.798929e-01	1.621810e-02	8.067672e-39	2.798929e-01
3.240000e+01	2.838824e-01	2.774674e-01	6.414904e-03	3.954867e-39	2.774674e-01
3.250000e+01	2.639949e-01	2.750460e-01	-1.105113e-02	1.933111e-39	2.750460e-01
3.260000e+01	2.759933e-01	2.726289e-01	3.364417e-03	9.421567e-40	2.726289e-01
3.270000e+01	2.656683e-01	2.702163e-01	-4.547996e-03	4.578578e-40	2.702163e-01
3.280000e+01	2.664737e-01	2.678085e-01	-1.334808e-03	2.218602e-40	2.678085e-01
3.290000e+01	2.784779e-01	2.654057e-01	1.307220e-02	1.071938e-40	2.654057e-01
3.300000e+01	2.795399e-01	2.630082e-01	1.653169e-02	5.164174e-41	2.630082e-01
3.310000e+01	2.878130e-01	2.606162e-01	2.719677e-02	2.480696e-41	2.606162e-01
3.320000e+01	2.683633e-01	2.582301e-01	1.013320e-02	1.188194e-41	2.582301e-01
3.330000e+01	2.509343e-01	2.558499e-01	-4.915582e-03	5.674695e-42	2.558499e-01
3.340000e+01	2.372957e-01	2.534760e-01	-1.618035e-02	2.702334e-42	2.534760e-01
3.350000e+01	2.300774e-01	2.511086e-01	-2.103121e-02	1.283148e-42	2.511086e-01
3.360000e+01	2.352527e-01	2.487479e-01	-1.349522e-02	6.075131e-43	2.487479e-01
3.370000e+01	2.379247e-01	2.463942e-01	-8.469533e-03	2.867979e-43	2.463942e-01
3.380000e+01	2.526943e-01	2.440477e-01	8.646685e-03	1.350011e-43	2.440477e-01
3.390000e+01	2.521780e-01	2.417085e-01	1.046946e-02	6.336366e-44	2.417085e-01
3.400000e+01	2.324644e-01	2.393770e-01	-6.912563e-03	2.965407e-44	2.393770e-01
3.410000e+01	2.291495e-01	2.370532e-01	-7.903765e-03	1.383789e-44	2.370532e-01
3.420000e+01	2.334237e-01	2.347376e-01	-1.313910e-03	6.438673e-45	2.347376e-01
3.430000e+01	2.207822e-01	2.324301e-01	-1.164790e-02	2.987200e-45	2.324301e-01
3.440000e+01	2.238636e-01	2.301312e-01	-6.267550e-03	1.381890e-45	2.301312e-01
3.450000e+01	2.400558e-01	2.278408e-01	1.221494e-02	6.374174e-46	2.278408e-01
3.460000e+01	2.391358e-01	2.255593e-01	1.357650e-02	2.931674e-46	2.255593e-01
3.470000e+01	2.652319e-01	2.232869e-01	4.194504e-02	1.344462e-46	2.232869e-01
3.480000e+01	2.603516e-01	2.210236e-01	3.932802e-02	6.147846e-47	2.210236e-01
3.490000e+01	2.463637e-01	2.187698e-01	2.759394e-02	2.803100e-47	2.187698e-01
3.500000e+01	2.320740e-01	2.165255e-01	1.554847e-02	1.274369e-47	2.165255e-01
3.510000e+01	2.371048e-01	2.142911e-01	2.281375e-02	5.776881e-48	2.142911e-01
3.520000e+01	2.435332e-01	2.120665e-01	3.146671e-02	2.611156e-48	2.120665e-01
3.530000e+01	2.107249e-01	2.098521e-01	8.728031e-04	1.176829e-48	2.098521e-01
3.540000e+01	1.869633e-01	2.076480e-01	-2.068469e-02	5.288536e-49	2.076480e-01
3.550000e+01	1.789441e-01	2.054543e-01	-2.651013e-02	2.369729e-49	2.054543e-01
3.560000e+01	1.574173e-01	2.032712e-01	-4.585389e-02	1.058774e-49	2.032712e-01
3.570000e+01	1.843674e-01	2.010988e-01	-1.673140e-02	4.716815e-50	2.010988e-01
3.580000e+01	1.928907e-01	1.989374e-01	-6.046687e-03	2.095250e-50	1.989374e-01
3.590000e+01	1.912930e-01	1.967870e-01	-5.494045e-03	9.280347e-51	1.967870e-01
3.600000e+01	2.021720e-01	1.946478e-01	7.524145e-03	4.098584e-51	1.946478e-01
3.610000e+01	1.955501e-01	1.925200e-01	3.030068e-03	1.804865e-51	1.925200e-01
3.620000e+01	2.072873e-01	1.904037e-01	1.688366e-02	7.924955e-52	1.904037e-01
3.630000e+01	2.012739e-01	1.882990e-01	1.297498e-02	3.469686e-52	1.882990e-01
3.640000e+01	1.768230e-01	1.862060e-01	-9.382970e-03	1.514694e-52	1.862060e-01
3.650000e+01	1.742855e-01	1.841249e-01	-9.839396e-03	6.593269e-53	1.841249e-01
3.660000e+01	1.799267e-01	1.820558e-01	-2.129081e-03	2.861660e-53	1.820558e-01
3.670000e+01	1.722091e-01	1.799988e-01	-7.789698e-03	1.238445e-53	1.799988e-01
3.680000e+01	1.696333e-01	1.779540e-01	-8.320720e-03	5.344122e-54	1.779540e-01
3.690000e+01	1.624881e-01	1.759216e-01	-1.343351e-02	2.299415e-54	1.759216e-01
3.700000e+01	1.827443e-01	1.739017e-01	8.842635e-03	9.865059e-55	1.739017e-01
3.710000e+01	2.036406e-01	1.718943e-01	3.174628e-02	4.220106e-55	1.718943e-01
3.720000e+01	2.497553e-01	1.698996e-01	7.985573e-02	1.800065e-55	1.698996e-01
3.730000e+01	2.500175e-01	1.679176e-01	8.209994e-02	7.655866e-56	1.679176e-01
3.740000e+01	2.470094e-01	1.659485e-01	8.106093e-02	3.246697e-56	1.659485e-01
3.750000e+01	2.564170e-01	1.639923e-01	9.242468e-02	1.372873e-56	1.639923e-01
3.760000e+01	2.524363e-01	1.620492e-01	9.038705e-02	5.788425e-57	1.620492e-01
3.770000e+01	2.100315e-01	1.601192e-01	4.991227e-02	2.433502e-57	1.601192e-01
3.780000e+01	1.831160e-01	1.582024e-01	2.491363e-02	1.020103e-57	1.582024e-01
3.790000e+01	1.727284e-01	1.562989e-01	1.642953e-02	4.263812e-58	1.562989e-01
3.800000e+01	1.720005e-01	1.544087e-01	1.759183e-02	1.777023e-58	1.544087e-01
3.810000e+01	1.887299e-01	1.525319e-01	3.619793e-02	7.384642e-59	1.525319e-01
3.820000e+01	2.095462e-01	1.506687e-01	5.887757e-02	3.059899e-59	1.506687e-01
3.830000e+01	1.818660e-01	1.488190e-01	3.304699e-02	1.264230e-59	1.488190e-01
3.840000e+01	2.042131e-01	1.469829e-01	5.723024e-02	5.208182e-60	1.469829e-01
3.850000e+01	2.165012e-01	1.451605e-01	7.134074e-02	2.139378e-60	1.451605e-01
3.860000e+01	2.203911e-01	1.433518e-01	7.703935e-02	8.762546e-61	1.433518e-01
3.870000e+01	2.082634e-01	1.415569e-01	6.670656e-02	3.578609e-61	1.415569e-01
3.880000e+01	1.934946e-01	1.397758e-01	5.371886e-02	1.457268e-61	1.397758e-01
3.890000e+01	1.978251e-01	1.380086e-01	5.981649e-02	5.917062e-62	1.380086e-01
3.900000e+01	2.115424e-01	1.362553e-01	7.528712e-02	2.395598e-62	1.362553e-01
3.910000e+01	2.296310e-01	1.345159e-01	9.511508e-02	9.670814e-63	1.345159e-01
3.920000e+01	2.272860e-01	1.327906e-01	9.449537e-02	3.892722e-63	1.327906e-01
3.930000e+01	2.117972e-01	1.310793e-01	8.071796e-02	1.562374e-63	1.310793e-01
3.940000e+01	2.309276e-01	1.293820e-01	1.015456e-01	6.252561e-64	1.293820e-01
3.950000e+01	2.266023e-01	1.276988e-01	9.890355e-02	2.495009e-64	1.276988e-01
3.960000e+01	2.196004e-01	1.260297e-01	9.357067e-02	9.927219e-65	1.260297e-01
3.970000e+01	2.139080e-01	1.243747e-01	8.953324e-02	3.938441e-65	1.243747e-01
3.980000e+01	2.117788e-01	1.227339e-01	8.904486e-02	1.557982e-65	1.227339e-01
3.990000e+01	2.154663e-01	1.211072e-01	9.435911e-02	6.145280e-66	1.211072e-01
4.000000e+01	2.272243e-01	1.194947e-01	1.077296e-01	2.416920e-66	1.194947e-01
